media_id,status,amount
39726,CURRENT,942
39726,PLANNING,6285
39726,COMPLETED,1906
39726,DROPPED,61
39726,PAUSED,341
87272,CURRENT,31
87272,PLANNING,672
87272,COMPLETED,26
87272,DROPPED,2
87272,PAUSED,7
144085,CURRENT,2
144085,PLANNING,138
144085,COMPLETED,15
144085,DROPPED,0
144085,PAUSED,2
144083,CURRENT,1
144083,PLANNING,146
144083,COMPLETED,15
144083,DROPPED,0
144083,PAUSED,1
144086,CURRENT,1
144086,PLANNING,133
144086,COMPLETED,13
144086,DROPPED,0
144086,PAUSED,0
144087,CURRENT,3
144087,PLANNING,138
144087,COMPLETED,13
144087,DROPPED,0
144087,PAUSED,0
21803,CURRENT,1605
21803,PLANNING,17299
21803,COMPLETED,12737
21803,DROPPED,734
21803,PAUSED,1366
101912,CURRENT,15
101912,PLANNING,281
101912,COMPLETED,931
101912,DROPPED,13
101912,PAUSED,6
143839,CURRENT,61
143839,PLANNING,465
143839,COMPLETED,1023
143839,DROPPED,4
143839,PAUSED,18
143840,CURRENT,79
143840,PLANNING,520
143840,COMPLETED,729
143840,DROPPED,5
143840,PAUSED,23
143841,CURRENT,38
143841,PLANNING,586
143841,COMPLETED,657
143841,DROPPED,0
143841,PAUSED,8
143842,CURRENT,59
143842,PLANNING,591
143842,COMPLETED,547
143842,DROPPED,4
143842,PAUSED,16
153411,CURRENT,6
153411,PLANNING,534
153411,COMPLETED,26
153411,DROPPED,2
153411,PAUSED,1
108931,CURRENT,25
108931,PLANNING,176
108931,COMPLETED,18
108931,DROPPED,8
108931,PAUSED,21
51115,CURRENT,47
51115,PLANNING,596
51115,COMPLETED,119
51115,DROPPED,3
51115,PAUSED,15
144054,CURRENT,6
144054,PLANNING,107
144054,COMPLETED,78
144054,DROPPED,2
144054,PAUSED,2
144055,CURRENT,6
144055,PLANNING,114
144055,COMPLETED,66
144055,DROPPED,1
144055,PAUSED,0
144056,CURRENT,6
144056,PLANNING,97
144056,COMPLETED,40
144056,DROPPED,3
144056,PAUSED,0
144057,CURRENT,2
144057,PLANNING,95
144057,COMPLETED,2
144057,DROPPED,1
144057,PAUSED,0
45200,CURRENT,28
45200,PLANNING,545
45200,COMPLETED,26
45200,DROPPED,0
45200,PAUSED,12
126755,CURRENT,426
126755,PLANNING,859
126755,COMPLETED,7
126755,DROPPED,32
126755,PAUSED,67
126574,CURRENT,5
126574,PLANNING,73
126574,COMPLETED,62
126574,DROPPED,0
126574,PAUSED,0
113428,CURRENT,4130
113428,PLANNING,17284
113428,COMPLETED,11525
113428,DROPPED,3932
113428,PAUSED,2550
103100,CURRENT,170
103100,PLANNING,1010
103100,COMPLETED,89
103100,DROPPED,32
103100,PAUSED,63
97629,CURRENT,104
97629,PLANNING,1444
97629,COMPLETED,104
97629,DROPPED,10
97629,PAUSED,51
86808,CURRENT,446
86808,PLANNING,1833
86808,COMPLETED,720
86808,DROPPED,73
86808,PAUSED,125
144128,CURRENT,5
144128,PLANNING,110
144128,COMPLETED,19
144128,DROPPED,1
144128,PAUSED,3
144129,CURRENT,3
144129,PLANNING,104
144129,COMPLETED,16
144129,DROPPED,1
144129,PAUSED,0
144130,CURRENT,3
144130,PLANNING,101
144130,COMPLETED,16
144130,DROPPED,1
144130,PAUSED,0
144131,CURRENT,3
144131,PLANNING,102
144131,COMPLETED,15
144131,DROPPED,1
144131,PAUSED,0
144132,CURRENT,3
144132,PLANNING,101
144132,COMPLETED,15
144132,DROPPED,1
144132,PAUSED,0
144133,CURRENT,3
144133,PLANNING,106
144133,COMPLETED,16
144133,DROPPED,1
144133,PAUSED,0
144134,CURRENT,3
144134,PLANNING,107
144134,COMPLETED,14
144134,DROPPED,1
144134,PAUSED,0
144135,CURRENT,3
144135,PLANNING,104
144135,COMPLETED,13
144135,DROPPED,1
144135,PAUSED,0
144136,CURRENT,3
144136,PLANNING,102
144136,COMPLETED,12
144136,DROPPED,1
144136,PAUSED,0
144137,CURRENT,3
144137,PLANNING,109
144137,COMPLETED,13
144137,DROPPED,2
144137,PAUSED,0
144138,CURRENT,4
144138,PLANNING,112
144138,COMPLETED,11
144138,DROPPED,1
144138,PAUSED,0
144127,CURRENT,2
144127,PLANNING,116
144127,COMPLETED,50
144127,DROPPED,1
144127,PAUSED,2
99678,CURRENT,48
99678,PLANNING,934
99678,COMPLETED,2299
99678,DROPPED,30
99678,PAUSED,30
74227,CURRENT,240
74227,PLANNING,3260
74227,COMPLETED,1375
74227,DROPPED,26
74227,PAUSED,68
143726,CURRENT,46
143726,PLANNING,779
143726,COMPLETED,746
143726,DROPPED,2
143726,PAUSED,9
85538,CURRENT,41
85538,PLANNING,421
85538,COMPLETED,1075
85538,DROPPED,10
85538,PAUSED,8
143724,CURRENT,38
143724,PLANNING,661
143724,COMPLETED,675
143724,DROPPED,3
143724,PAUSED,5
143722,CURRENT,36
143722,PLANNING,685
143722,COMPLETED,759
143722,DROPPED,3
143722,PAUSED,9
20918,CURRENT,1440
20918,PLANNING,22326
20918,COMPLETED,68742
20918,DROPPED,312
20918,PAUSED,660
21262,CURRENT,2915
21262,PLANNING,29126
21262,COMPLETED,64801
21262,DROPPED,700
21262,PAUSED,1779
21520,CURRENT,1828
21520,PLANNING,16017
21520,COMPLETED,46355
21520,DROPPED,449
21520,PAUSED,1287
11597,CURRENT,4166
11597,PLANNING,27030
11597,COMPLETED,108818
11597,DROPPED,1376
11597,PAUSED,2639
95265,CURRENT,17
95265,PLANNING,245
95265,COMPLETED,209
95265,DROPPED,3
95265,PAUSED,5
102859,CURRENT,18
102859,PLANNING,376
102859,COMPLETED,1044
102859,DROPPED,15
102859,PAUSED,9
143703,CURRENT,127
143703,PLANNING,667
143703,COMPLETED,1126
143703,DROPPED,9
143703,PAUSED,31
143743,CURRENT,34
143743,PLANNING,624
143743,COMPLETED,526
143743,DROPPED,5
143743,PAUSED,8
50983,CURRENT,11
50983,PLANNING,313
50983,COMPLETED,47
50983,DROPPED,1
50983,PAUSED,3
104434,CURRENT,132
104434,PLANNING,2365
104434,COMPLETED,4457
104434,DROPPED,49
104434,PAUSED,52
106790,CURRENT,15
106790,PLANNING,149
106790,COMPLETED,314
106790,DROPPED,7
106790,PAUSED,4
77000,CURRENT,48
77000,PLANNING,585
77000,COMPLETED,2945
77000,DROPPED,6
77000,PAUSED,5
65243,CURRENT,18296
65243,PLANNING,23374
65243,COMPLETED,29910
65243,DROPPED,1663
65243,PAUSED,4986
20992,CURRENT,10617
20992,PLANNING,23222
20992,COMPLETED,256122
20992,DROPPED,2113
20992,PAUSED,3890
21698,CURRENT,7565
21698,PLANNING,27175
21698,COMPLETED,231310
21698,DROPPED,1317
21698,PAUSED,2123
98885,CURRENT,329
98885,PLANNING,6223
98885,COMPLETED,13859
98885,DROPPED,132
98885,PAUSED,116
98884,CURRENT,326
98884,PLANNING,5992
98884,COMPLETED,12813
98884,DROPPED,109
98884,PAUSED,113
21244,CURRENT,289
21244,PLANNING,5193
21244,COMPLETED,11557
21244,DROPPED,122
21244,PAUSED,123
21120,CURRENT,333
21120,PLANNING,5296
21120,COMPLETED,11940
21120,DROPPED,125
21120,PAUSED,121
20464,CURRENT,27531
20464,PLANNING,55639
20464,COMPLETED,312655
20464,DROPPED,11261
20464,PAUSED,14173
115217,CURRENT,101
115217,PLANNING,1927
115217,COMPLETED,1301
115217,DROPPED,95
115217,PAUSED,52
20884,CURRENT,253
20884,PLANNING,4186
20884,COMPLETED,24907
20884,DROPPED,83
20884,PAUSED,124
107263,CURRENT,180
107263,PLANNING,3808
107263,COMPLETED,3463
107263,DROPPED,111
107263,PAUSED,70
111790,CURRENT,1363
111790,PLANNING,14698
111790,COMPLETED,75514
111790,DROPPED,266
111790,PAUSED,366
106625,CURRENT,12976
106625,PLANNING,29320
106625,COMPLETED,168189
106625,DROPPED,1599
106625,PAUSED,3879
113538,CURRENT,14532
113538,PLANNING,32935
113538,COMPLETED,131799
113538,DROPPED,1571
113538,PAUSED,3418
153658,CURRENT,385
153658,PLANNING,20540
153658,COMPLETED,185
153658,DROPPED,51
153658,PAUSED,191
107351,CURRENT,127
107351,PLANNING,3028
107351,COMPLETED,4763
107351,DROPPED,69
107351,PAUSED,90
21348,CURRENT,281
21348,PLANNING,4588
21348,COMPLETED,20829
21348,DROPPED,81
21348,PAUSED,100
147972,CURRENT,44
147972,PLANNING,544
147972,COMPLETED,2691
147972,DROPPED,3
147972,PAUSED,4
86054,CURRENT,203
86054,PLANNING,546
86054,COMPLETED,79
86054,DROPPED,44
86054,PAUSED,99
125493,CURRENT,17
125493,PLANNING,475
125493,COMPLETED,53
125493,DROPPED,4
125493,PAUSED,2
91850,CURRENT,54
91850,PLANNING,449
91850,COMPLETED,61
91850,DROPPED,6
91850,PAUSED,10
60987,CURRENT,322
60987,PLANNING,838
60987,COMPLETED,2398
60987,DROPPED,17
60987,PAUSED,18
109512,CURRENT,808
109512,PLANNING,1066
109512,COMPLETED,151
109512,DROPPED,90
109512,PAUSED,273
85194,CURRENT,40
85194,PLANNING,302
85194,COMPLETED,1193
85194,DROPPED,7
85194,PAUSED,7
66933,CURRENT,1248
66933,PLANNING,3492
66933,COMPLETED,2481
66933,DROPPED,274
66933,PAUSED,514
20946,CURRENT,7197
20946,PLANNING,34028
20946,COMPLETED,58483
20946,DROPPED,6353
20946,PAUSED,6768
82389,CURRENT,14
82389,PLANNING,315
82389,COMPLETED,1310
82389,DROPPED,3
82389,PAUSED,0
54294,CURRENT,4190
54294,PLANNING,13433
54294,COMPLETED,25955
54294,DROPPED,923
54294,PAUSED,1265
63297,CURRENT,242
63297,PLANNING,1492
63297,COMPLETED,1994
63297,DROPPED,73
63297,PAUSED,66
20900,CURRENT,150
20900,PLANNING,3288
20900,COMPLETED,10636
20900,DROPPED,54
20900,PAUSED,69
20596,CURRENT,5999
20596,PLANNING,47319
20596,COMPLETED,116385
20596,DROPPED,3345
20596,PAUSED,3288
20837,CURRENT,309
20837,PLANNING,5024
20837,COMPLETED,19156
20837,DROPPED,99
20837,PAUSED,228
139852,CURRENT,3
139852,PLANNING,114
139852,COMPLETED,133
139852,DROPPED,1
139852,PAUSED,2
37378,CURRENT,494
37378,PLANNING,3716
37378,COMPLETED,5698
37378,DROPPED,222
37378,PAUSED,266
92493,CURRENT,22
92493,PLANNING,478
92493,COMPLETED,1224
92493,DROPPED,10
92493,PAUSED,10
82423,CURRENT,3
82423,PLANNING,61
82423,COMPLETED,306
82423,DROPPED,0
82423,PAUSED,0
85755,CURRENT,17
85755,PLANNING,337
85755,COMPLETED,818
85755,DROPPED,8
85755,PAUSED,6
90097,CURRENT,26
90097,PLANNING,215
90097,COMPLETED,35
90097,DROPPED,8
90097,PAUSED,8
54172,CURRENT,280
54172,PLANNING,537
54172,COMPLETED,1674
54172,DROPPED,34
54172,PAUSED,21
91144,CURRENT,69
91144,PLANNING,485
91144,COMPLETED,1227
91144,DROPPED,34
91144,PAUSED,58
41282,CURRENT,5
41282,PLANNING,45
41282,COMPLETED,166
41282,DROPPED,1
41282,PAUSED,0
129186,CURRENT,2
129186,PLANNING,28
129186,COMPLETED,70
129186,DROPPED,1
129186,PAUSED,0
35801,CURRENT,130
35801,PLANNING,841
35801,COMPLETED,1329
35801,DROPPED,72
35801,PAUSED,55
41764,CURRENT,4
41764,PLANNING,29
41764,COMPLETED,219
41764,DROPPED,3
41764,PAUSED,0
42121,CURRENT,1
42121,PLANNING,17
42121,COMPLETED,81
42121,DROPPED,1
42121,PAUSED,0
36943,CURRENT,4
36943,PLANNING,43
36943,COMPLETED,170
36943,DROPPED,1
36943,PAUSED,0
78151,CURRENT,6117
78151,PLANNING,6038
78151,COMPLETED,210
78151,DROPPED,807
78151,PAUSED,1371
114087,CURRENT,2081
114087,PLANNING,12801
114087,COMPLETED,14543
114087,DROPPED,399
114087,PAUSED,502
127400,CURRENT,1685
127400,PLANNING,8986
127400,COMPLETED,10723
127400,DROPPED,208
127400,PAUSED,324
20729,CURRENT,7155
20729,PLANNING,33805
20729,COMPLETED,27199
20729,DROPPED,6576
20729,PAUSED,5350
118634,CURRENT,4
118634,PLANNING,99
118634,COMPLETED,76
118634,DROPPED,2
118634,PAUSED,0
61081,CURRENT,1
61081,PLANNING,57
61081,COMPLETED,141
61081,DROPPED,1
61081,PAUSED,0
128605,CURRENT,15
128605,PLANNING,173
128605,COMPLETED,340
128605,DROPPED,11
128605,PAUSED,2
96093,CURRENT,23
96093,PLANNING,212
96093,COMPLETED,39
96093,DROPPED,12
96093,PAUSED,2
44022,CURRENT,27
44022,PLANNING,334
44022,COMPLETED,72
44022,DROPPED,10
44022,PAUSED,11
162890,CURRENT,12
162890,PLANNING,2761
162890,COMPLETED,10
162890,DROPPED,6
162890,PAUSED,9
111952,CURRENT,98
111952,PLANNING,1388
111952,COMPLETED,1702
111952,DROPPED,44
111952,PAUSED,51
21288,CURRENT,360
21288,PLANNING,2369
21288,COMPLETED,1301
21288,DROPPED,608
21288,PAUSED,302
101926,CURRENT,39
101926,PLANNING,637
101926,COMPLETED,172
101926,DROPPED,29
101926,PAUSED,27
87499,CURRENT,43
87499,PLANNING,754
87499,COMPLETED,398
87499,DROPPED,23
87499,PAUSED,27
98095,CURRENT,24
98095,PLANNING,353
98095,COMPLETED,353
98095,DROPPED,22
98095,PAUSED,19
98094,CURRENT,26
98094,PLANNING,344
98094,COMPLETED,382
98094,DROPPED,18
98094,PAUSED,20
98096,CURRENT,26
98096,PLANNING,398
98096,COMPLETED,398
98096,DROPPED,29
98096,PAUSED,15
107908,CURRENT,47
107908,PLANNING,963
107908,COMPLETED,438
107908,DROPPED,26
107908,PAUSED,31
3008,CURRENT,66
3008,PLANNING,421
3008,COMPLETED,414
3008,DROPPED,71
3008,PAUSED,65
4578,CURRENT,21
4578,PLANNING,362
4578,COMPLETED,277
4578,DROPPED,28
4578,PAUSED,17
5344,CURRENT,21
5344,PLANNING,153
5344,COMPLETED,97
5344,DROPPED,34
5344,PAUSED,12
3915,CURRENT,41
3915,PLANNING,429
3915,COMPLETED,189
3915,DROPPED,59
3915,PAUSED,49
5475,CURRENT,22
5475,PLANNING,144
5475,COMPLETED,93
5475,DROPPED,34
5475,PAUSED,15
6889,CURRENT,17
6889,PLANNING,154
6889,COMPLETED,108
6889,DROPPED,37
6889,PAUSED,14
8553,CURRENT,24
8553,PLANNING,147
8553,COMPLETED,142
8553,DROPPED,39
8553,PAUSED,15
8011,CURRENT,25
8011,PLANNING,178
8011,COMPLETED,115
8011,DROPPED,36
8011,PAUSED,15
145358,CURRENT,1
145358,PLANNING,22
145358,COMPLETED,16
145358,DROPPED,7
145358,PAUSED,0
11873,CURRENT,9
11873,PLANNING,68
11873,COMPLETED,135
11873,DROPPED,36
11873,PAUSED,11
3683,CURRENT,9
3683,PLANNING,68
3683,COMPLETED,66
3683,DROPPED,27
3683,PAUSED,12
1445,CURRENT,171
1445,PLANNING,1182
1445,COMPLETED,1456
1445,DROPPED,286
1445,PAUSED,176
4905,CURRENT,9
4905,PLANNING,96
4905,COMPLETED,64
4905,DROPPED,23
4905,PAUSED,11
37546,CURRENT,19
37546,PLANNING,200
37546,COMPLETED,154
37546,DROPPED,4
37546,PAUSED,6
3571,CURRENT,35
3571,PLANNING,436
3571,COMPLETED,431
3571,DROPPED,49
3571,PAUSED,33
5287,CURRENT,9
5287,PLANNING,97
5287,COMPLETED,81
5287,DROPPED,35
5287,PAUSED,12
4808,CURRENT,35
4808,PLANNING,497
4808,COMPLETED,276
4808,DROPPED,44
4808,PAUSED,41
3398,CURRENT,27
3398,PLANNING,497
3398,COMPLETED,472
3398,DROPPED,14
3398,PAUSED,10
4810,CURRENT,83
4810,PLANNING,1138
4810,COMPLETED,562
4810,DROPPED,96
4810,PAUSED,96
4981,CURRENT,1241
4981,PLANNING,16513
4981,COMPLETED,9614
4981,DROPPED,1376
4981,PAUSED,1509
168408,CURRENT,2
168408,PLANNING,95
168408,COMPLETED,0
168408,DROPPED,1
168408,PAUSED,0
1598,CURRENT,64
1598,PLANNING,1066
1598,COMPLETED,901
1598,DROPPED,53
1598,PAUSED,37
4013,CURRENT,21
4013,PLANNING,123
4013,COMPLETED,100
4013,DROPPED,32
4013,PAUSED,10
2574,CURRENT,25
2574,PLANNING,183
2574,COMPLETED,218
2574,DROPPED,49
2574,PAUSED,28
6989,CURRENT,21
6989,PLANNING,123
6989,COMPLETED,74
6989,DROPPED,49
6989,PAUSED,30
1458,CURRENT,48
1458,PLANNING,582
1458,COMPLETED,312
1458,DROPPED,46
1458,PAUSED,36
1459,CURRENT,188
1459,PLANNING,2238
1459,COMPLETED,971
1459,DROPPED,123
1459,PAUSED,140
1460,CURRENT,27
1460,PLANNING,423
1460,COMPLETED,430
1460,DROPPED,22
1460,PAUSED,26
2299,CURRENT,8
2299,PLANNING,204
2299,COMPLETED,304
2299,DROPPED,12
2299,PAUSED,9
2300,CURRENT,10
2300,PLANNING,262
2300,COMPLETED,385
2300,DROPPED,18
2300,PAUSED,13
2301,CURRENT,12
2301,PLANNING,208
2301,COMPLETED,276
2301,DROPPED,11
2301,PAUSED,11
307,CURRENT,22
307,PLANNING,105
307,COMPLETED,164
307,DROPPED,60
307,PAUSED,15
3858,CURRENT,21
3858,PLANNING,165
3858,COMPLETED,333
3858,DROPPED,79
3858,PAUSED,35
8139,CURRENT,12
8139,PLANNING,73
8139,COMPLETED,123
8139,DROPPED,32
8139,PAUSED,12
8140,CURRENT,9
8140,PLANNING,68
8140,COMPLETED,141
8140,DROPPED,38
8140,PAUSED,13
8141,CURRENT,9
8141,PLANNING,83
8141,COMPLETED,122
8141,DROPPED,21
8141,PAUSED,6
2389,CURRENT,149
2389,PLANNING,1317
2389,COMPLETED,690
2389,DROPPED,167
2389,PAUSED,121
6374,CURRENT,25
6374,PLANNING,330
6374,COMPLETED,220
6374,DROPPED,35
6374,PAUSED,30
6375,CURRENT,14
6375,PLANNING,273
6375,COMPLETED,207
6375,DROPPED,25
6375,PAUSED,26
3153,CURRENT,11
3153,PLANNING,217
3153,COMPLETED,229
3153,DROPPED,18
3153,PAUSED,10
3154,CURRENT,50
3154,PLANNING,651
3154,COMPLETED,399
3154,DROPPED,31
3154,PAUSED,29
121714,CURRENT,7
121714,PLANNING,57
121714,COMPLETED,41
121714,DROPPED,24
121714,PAUSED,3
18229,CURRENT,1584
18229,PLANNING,15138
18229,COMPLETED,17693
18229,DROPPED,2180
18229,PAUSED,1597
21252,CURRENT,78
21252,PLANNING,1460
21252,COMPLETED,4805
21252,DROPPED,53
21252,PAUSED,60
20487,CURRENT,618
20487,PLANNING,5427
20487,COMPLETED,7903
20487,DROPPED,783
20487,PAUSED,746
20759,CURRENT,54
20759,PLANNING,1024
20759,COMPLETED,3476
20759,DROPPED,30
20759,PAUSED,34
15957,CURRENT,5
15957,PLANNING,52
15957,COMPLETED,41
15957,DROPPED,29
15957,PAUSED,3
7551,CURRENT,20
7551,PLANNING,162
7551,COMPLETED,96
7551,DROPPED,35
7551,PAUSED,16
4154,CURRENT,26
4154,PLANNING,180
4154,COMPLETED,207
4154,DROPPED,43
4154,PAUSED,16
21755,CURRENT,107
21755,PLANNING,563
21755,COMPLETED,370
21755,DROPPED,350
21755,PAUSED,96
98521,CURRENT,64
98521,PLANNING,247
98521,COMPLETED,217
98521,DROPPED,63
98521,PAUSED,40
112126,CURRENT,2
112126,PLANNING,42
112126,COMPLETED,99
112126,DROPPED,7
112126,PAUSED,2
20922,CURRENT,369
20922,PLANNING,2423
20922,COMPLETED,3326
20922,DROPPED,1110
20922,PAUSED,449
3295,CURRENT,78
3295,PLANNING,513
3295,COMPLETED,307
3295,DROPPED,83
3295,PAUSED,63
6693,CURRENT,17
6693,PLANNING,134
6693,COMPLETED,128
6693,DROPPED,20
6693,PAUSED,10
2892,CURRENT,28
2892,PLANNING,179
2892,COMPLETED,286
2892,DROPPED,61
2892,PAUSED,36
114402,CURRENT,47
114402,PLANNING,168
114402,COMPLETED,102
114402,DROPPED,62
114402,PAUSED,17
121717,CURRENT,6
121717,PLANNING,31
121717,COMPLETED,44
121717,DROPPED,15
121717,PAUSED,0
98069,CURRENT,110
98069,PLANNING,828
98069,COMPLETED,581
98069,DROPPED,95
98069,PAUSED,60
100262,CURRENT,66
100262,PLANNING,611
100262,COMPLETED,452
100262,DROPPED,42
100262,PAUSED,27
103744,CURRENT,4
103744,PLANNING,48
103744,COMPLETED,56
103744,DROPPED,4
103744,PAUSED,2
98846,CURRENT,55
98846,PLANNING,361
98846,COMPLETED,373
98846,DROPPED,56
98846,PAUSED,24
98791,CURRENT,35
98791,PLANNING,222
98791,COMPLETED,309
98791,DROPPED,27
98791,PAUSED,21
136143,CURRENT,11
136143,PLANNING,194
136143,COMPLETED,699
136143,DROPPED,10
136143,PAUSED,11
21584,CURRENT,1961
21584,PLANNING,12641
21584,COMPLETED,30438
21584,DROPPED,1722
21584,PAUSED,1378
130307,CURRENT,9
130307,PLANNING,85
130307,COMPLETED,522
130307,DROPPED,4
130307,PAUSED,6
132234,CURRENT,7
132234,PLANNING,69
132234,COMPLETED,515
132234,DROPPED,5
132234,PAUSED,4
137355,CURRENT,13
137355,PLANNING,62
137355,COMPLETED,12
137355,DROPPED,5
137355,PAUSED,2
97385,CURRENT,90
97385,PLANNING,301
97385,COMPLETED,54
97385,DROPPED,25
97385,PAUSED,49
105804,CURRENT,7
105804,PLANNING,118
105804,COMPLETED,42
105804,DROPPED,8
105804,PAUSED,2
98349,CURRENT,1248
98349,PLANNING,7355
98349,COMPLETED,20836
98349,DROPPED,744
98349,PAUSED,823
100965,CURRENT,263
100965,PLANNING,5105
100965,COMPLETED,9043
100965,DROPPED,104
100965,PAUSED,111
168501,CURRENT,3
168501,PLANNING,90
168501,COMPLETED,32
168501,DROPPED,2
168501,PAUSED,1
147034,CURRENT,159
147034,PLANNING,126
147034,COMPLETED,1
147034,DROPPED,15
147034,PAUSED,15
151513,CURRENT,3014
151513,PLANNING,4956
151513,COMPLETED,2740
151513,DROPPED,889
151513,PAUSED,357
166381,CURRENT,151
166381,PLANNING,434
166381,COMPLETED,326
166381,DROPPED,38
166381,PAUSED,22
101280,CURRENT,20361
101280,PLANNING,46760
101280,COMPLETED,208482
101280,DROPPED,7569
101280,PAUSED,7013
116741,CURRENT,6656
116741,PLANNING,19749
116741,COMPLETED,35922
116741,DROPPED,3201
116741,PAUSED,2441
163660,CURRENT,13
163660,PLANNING,185
163660,COMPLETED,35
163660,DROPPED,3
163660,PAUSED,0
104822,CURRENT,1215
104822,PLANNING,931
104822,COMPLETED,77
104822,DROPPED,88
104822,PAUSED,131
86355,CURRENT,5404
86355,PLANNING,4819
86355,COMPLETED,841
86355,DROPPED,356
86355,PAUSED,916
161858,CURRENT,15
161858,PLANNING,158
161858,COMPLETED,1
161858,DROPPED,1
161858,PAUSED,2
103875,CURRENT,1686
103875,PLANNING,778
103875,COMPLETED,56
103875,DROPPED,134
103875,PAUSED,210
114566,CURRENT,153
114566,PLANNING,359
114566,COMPLETED,114
114566,DROPPED,23
114566,PAUSED,13
86399,CURRENT,27510
86399,PLANNING,7830
86399,COMPLETED,855
86399,DROPPED,1475
86399,PAUSED,2838
116742,CURRENT,12890
116742,PLANNING,33179
116742,COMPLETED,112901
116742,DROPPED,1177
116742,PAUSED,1904
139498,CURRENT,2883
139498,PLANNING,32166
139498,COMPLETED,24413
139498,DROPPED,158
139498,PAUSED,344
156822,CURRENT,1073
156822,PLANNING,30724
156822,COMPLETED,260
156822,DROPPED,62
156822,PAUSED,243
108511,CURRENT,15179
108511,PLANNING,39986
108511,COMPLETED,141199
108511,DROPPED,1838
108511,PAUSED,2421
161802,CURRENT,734
161802,PLANNING,8654
161802,COMPLETED,144
161802,DROPPED,20
161802,PAUSED,37
127725,CURRENT,12
127725,PLANNING,41
127725,COMPLETED,25
127725,DROPPED,6
127725,PAUSED,4
47204,CURRENT,52
47204,PLANNING,402
47204,COMPLETED,67
47204,DROPPED,10
47204,PAUSED,10
92005,CURRENT,6
92005,PLANNING,39
92005,COMPLETED,14
92005,DROPPED,0
92005,PAUSED,2
53316,CURRENT,5
53316,PLANNING,29
53316,COMPLETED,10
53316,DROPPED,0
53316,PAUSED,0
53315,CURRENT,6
53315,PLANNING,43
53315,COMPLETED,17
53315,DROPPED,2
53315,PAUSED,7
127723,CURRENT,3
127723,PLANNING,19
127723,COMPLETED,9
127723,DROPPED,0
127723,PAUSED,0
92007,CURRENT,3
92007,PLANNING,47
92007,COMPLETED,15
92007,DROPPED,0
92007,PAUSED,0
120844,CURRENT,4
120844,PLANNING,13
120844,COMPLETED,7
120844,DROPPED,2
120844,PAUSED,0
107479,CURRENT,24
107479,PLANNING,86
107479,COMPLETED,6
107479,DROPPED,4
107479,PAUSED,5
30446,CURRENT,520
30446,PLANNING,1542
30446,COMPLETED,740
30446,DROPPED,212
30446,PAUSED,262
1003,CURRENT,56
1003,PLANNING,761
1003,COMPLETED,2511
1003,DROPPED,27
1003,PAUSED,38
50,CURRENT,773
50,PLANNING,6443
50,COMPLETED,9628
50,DROPPED,960
50,PAUSED,800
303,CURRENT,59
303,PLANNING,737
303,COMPLETED,1329
303,DROPPED,120
303,PAUSED,78
32700,CURRENT,9
32700,PLANNING,59
32700,COMPLETED,62
32700,DROPPED,2
32700,PAUSED,1
880,CURRENT,220
880,PLANNING,1984
880,COMPLETED,5303
880,DROPPED,141
880,PAUSED,200
2198,CURRENT,50
2198,PLANNING,988
2198,COMPLETED,2420
2198,DROPPED,36
2198,PAUSED,39
3090,CURRENT,64
3090,PLANNING,1089
3090,COMPLETED,2387
3090,DROPPED,40
3090,PAUSED,55
9611,CURRENT,136
9611,PLANNING,1237
9611,COMPLETED,2007
9611,DROPPED,59
9611,PAUSED,116
49,CURRENT,220
49,PLANNING,3087
49,COMPLETED,4477
49,DROPPED,165
49,PAUSED,130
304,CURRENT,104
304,PLANNING,1590
304,COMPLETED,3597
304,DROPPED,52
304,PAUSED,46
34603,CURRENT,8
34603,PLANNING,51
34603,COMPLETED,50
34603,DROPPED,3
34603,PAUSED,3
10541,CURRENT,8
10541,PLANNING,138
10541,COMPLETED,47
10541,DROPPED,10
10541,PAUSED,2
11609,CURRENT,5
11609,PLANNING,63
11609,COMPLETED,46
11609,DROPPED,11
11609,PAUSED,3
127724,CURRENT,3
127724,PLANNING,8
127724,COMPLETED,5
127724,DROPPED,0
127724,PAUSED,0
107578,CURRENT,4
107578,PLANNING,23
107578,COMPLETED,4
107578,DROPPED,0
107578,PAUSED,0
11611,CURRENT,3
11611,PLANNING,38
11611,COMPLETED,55
11611,DROPPED,11
11611,PAUSED,1
53310,CURRENT,24
53310,PLANNING,69
53310,COMPLETED,18
53310,DROPPED,4
53310,PAUSED,3
53311,CURRENT,5
53311,PLANNING,43
53311,COMPLETED,13
53311,DROPPED,0
53311,PAUSED,0
53312,CURRENT,4
53312,PLANNING,36
53312,COMPLETED,13
53312,DROPPED,0
53312,PAUSED,0
53313,CURRENT,4
53313,PLANNING,37
53313,COMPLETED,13
53313,DROPPED,0
53313,PAUSED,0
53314,CURRENT,4
53314,PLANNING,46
53314,COMPLETED,14
53314,DROPPED,0
53314,PAUSED,0
92006,CURRENT,8
92006,PLANNING,33
92006,COMPLETED,6
92006,DROPPED,0
92006,PAUSED,0
133123,CURRENT,3
133123,PLANNING,17
133123,COMPLETED,4
133123,DROPPED,0
133123,PAUSED,0
159627,CURRENT,4
159627,PLANNING,13
159627,COMPLETED,0
159627,DROPPED,0
159627,PAUSED,0
106509,CURRENT,4365
106509,PLANNING,13307
106509,COMPLETED,37528
106509,DROPPED,868
106509,PAUSED,2110
110029,CURRENT,366
110029,PLANNING,295
110029,COMPLETED,37
110029,DROPPED,30
110029,PAUSED,29
